# Region type : patch outlet
# Faces         : 8
# Area          : 1.00000000e-02
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
531             	9.87887789e-01
531.5           	9.88051369e-01
532             	9.88214399e-01
532.5           	9.88376881e-01
533             	9.88538817e-01
533.5           	9.88700209e-01
534             	9.88861058e-01
534.5           	9.89021367e-01
535             	9.89181136e-01
535.5           	9.89340368e-01
536             	9.89499064e-01
536.5           	9.89657226e-01
537             	9.89814855e-01
537.5           	9.89971954e-01
538             	9.90128524e-01
538.5           	9.90284566e-01
539             	9.90440083e-01
539.5           	9.90595076e-01
540             	9.90749547e-01
540.5           	9.90903498e-01
541             	9.91056929e-01
541.5           	9.91209844e-01
542             	9.91362243e-01
542.5           	9.91514129e-01
543             	9.91665502e-01
543.5           	9.91816365e-01
544             	9.91966720e-01
544.5           	9.92116567e-01
545             	9.92265909e-01
545.5           	9.92414748e-01
546             	9.92563085e-01
546.5           	9.92710921e-01
547             	9.92858259e-01
547.5           	9.93005100e-01
548             	9.93151446e-01
548.5           	9.93297298e-01
549             	9.93442658e-01
549.5           	9.93587529e-01
550             	9.93731910e-01
550.5           	9.93875805e-01
551             	9.94019215e-01
551.5           	9.94162141e-01
552             	9.94304586e-01
552.5           	9.94446550e-01
553             	9.94588035e-01
553.5           	9.94729044e-01
554             	9.94869578e-01
554.5           	9.95009638e-01
555             	9.95149226e-01
555.5           	9.95288344e-01
556             	9.95426993e-01
556.5           	9.95565175e-01
557             	9.95702892e-01
557.5           	9.95840145e-01
558             	9.95976937e-01
558.5           	9.96113268e-01
559             	9.96249140e-01
559.5           	9.96384555e-01
560             	9.96519515e-01
560.5           	9.96654020e-01
561             	9.96788074e-01
561.5           	9.96921677e-01
562             	9.97054831e-01
562.5           	9.97187537e-01
563             	9.97319798e-01
563.5           	9.97451615e-01
564             	9.97582989e-01
564.5           	9.97713922e-01
565             	9.97844416e-01
565.5           	9.97974472e-01
566             	9.98104093e-01
566.5           	9.98233278e-01
567             	9.98362031e-01
567.5           	9.98490352e-01
568             	9.98618244e-01
568.5           	9.98745707e-01
569             	9.98872744e-01
569.5           	9.98999356e-01
570             	9.99125545e-01
570.5           	9.99251311e-01
571             	9.99376658e-01
571.5           	9.99501585e-01
572             	9.99626095e-01
572.5           	9.99750190e-01
573             	9.99873871e-01
573.5           	9.99997139e-01
574             	1.00012000e+00
574.5           	1.00024244e+00
575             	1.00036448e+00
575.5           	1.00048612e+00
576             	1.00060734e+00
576.5           	1.00072817e+00
577             	1.00084859e+00
577.5           	1.00096862e+00
578             	1.00108824e+00
578.5           	1.00120747e+00
579             	1.00132630e+00
579.5           	1.00144473e+00
580             	1.00156278e+00
580.5           	1.00168043e+00
581             	1.00179769e+00
581.5           	1.00191457e+00
582             	1.00203105e+00
582.5           	1.00214715e+00
583             	1.00226287e+00
583.5           	1.00237821e+00
584             	1.00249316e+00
584.5           	1.00260773e+00
585             	1.00272193e+00
585.5           	1.00283575e+00
586             	1.00294919e+00
586.5           	1.00306226e+00
587             	1.00317496e+00
587.5           	1.00328729e+00
588             	1.00339924e+00
588.5           	1.00351083e+00
589             	1.00362205e+00
589.5           	1.00373291e+00
590             	1.00384340e+00
590.5           	1.00395353e+00
591             	1.00406330e+00
591.5           	1.00417270e+00
592             	1.00428175e+00
592.5           	1.00439045e+00
593             	1.00449878e+00
593.5           	1.00460676e+00
594             	1.00471439e+00
594.5           	1.00482167e+00
595             	1.00492859e+00
595.5           	1.00503517e+00
596             	1.00514140e+00
596.5           	1.00524728e+00
597             	1.00535282e+00
597.5           	1.00545801e+00
598             	1.00556286e+00
598.5           	1.00566737e+00
599             	1.00577154e+00
599.5           	1.00587537e+00
600             	1.00597886e+00
