# Region type : patch outlet
# Faces         : 8
# Area          : 1.00000000e-02
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
383.25          	8.55433544e-01
383.75          	8.55725251e-01
384.25          	8.56016063e-01
384.75          	8.56305984e-01
385.25          	8.56595017e-01
385.75          	8.56883166e-01
386.25          	8.57170435e-01
386.75          	8.57456826e-01
387.25          	8.57742344e-01
387.75          	8.58026992e-01
388.25          	8.58310772e-01
388.75          	8.58593689e-01
389.25          	8.58875746e-01
389.75          	8.59156945e-01
390.25          	8.59437291e-01
390.75          	8.59716785e-01
391.25          	8.59995432e-01
391.75          	8.60273234e-01
392.25          	8.60550194e-01
392.75          	8.60826315e-01
393.25          	8.61101600e-01
393.75          	8.61376052e-01
394.25          	8.61649674e-01
394.75          	8.61922467e-01
395.25          	8.62194436e-01
395.75          	8.62465582e-01
396.25          	8.62735908e-01
396.75          	8.63005417e-01
397.25          	8.63274111e-01
397.75          	8.63541993e-01
398.25          	8.63809065e-01
398.75          	8.64075329e-01
399.25          	8.64340787e-01
399.75          	8.64605443e-01
400.25          	8.64869297e-01
400.75          	8.65132353e-01
401.25          	8.65394612e-01
401.75          	8.65656077e-01
402.25          	8.65916749e-01
402.75          	8.66176631e-01
403.25          	8.66435724e-01
403.75          	8.66694030e-01
404.25          	8.66951552e-01
404.75          	8.67208290e-01
405.25          	8.67464247e-01
405.75          	8.67719425e-01
406.25          	8.67973825e-01
406.75          	8.68227449e-01
407.25          	8.68480299e-01
407.75          	8.68732375e-01
408.25          	8.68983681e-01
408.75          	8.69234216e-01
409.25          	8.69483983e-01
409.75          	8.69732983e-01
410.25          	8.69981218e-01
410.75          	8.70228689e-01
411.25          	8.70475397e-01
411.75          	8.70721344e-01
412.25          	8.70966530e-01
412.75          	8.71210958e-01
413.25          	8.71454629e-01
413.75          	8.71697543e-01
414.25          	8.71939701e-01
414.75          	8.72181106e-01
415.25          	8.72421759e-01
415.75          	8.72661659e-01
416.25          	8.72900809e-01
416.75          	8.73139210e-01
417.25          	8.73376862e-01
417.75          	8.73613767e-01
418.25          	8.73849926e-01
418.75          	8.74085339e-01
419.25          	8.74320009e-01
419.75          	8.74553935e-01
420.25          	8.74787119e-01
420.75          	8.75019562e-01
421.25          	8.75251265e-01
421.75          	8.75482229e-01
422.25          	8.75712454e-01
422.75          	8.75941942e-01
423.25          	8.76170694e-01
423.75          	8.76398711e-01
424.25          	8.76625994e-01
424.75          	8.76852543e-01
425.25          	8.77078359e-01
425.75          	8.77303445e-01
426.25          	8.77527800e-01
426.75          	8.77751426e-01
427.25          	8.77974323e-01
427.75          	8.78196493e-01
428.25          	8.78417937e-01
428.75          	8.78638655e-01
429.25          	8.78858649e-01
429.75          	8.79077920e-01
430.25          	8.79296468e-01
430.75          	8.79514296e-01
431.25          	8.79731403e-01
431.75          	8.79947792e-01
432.25          	8.80163463e-01
432.75          	8.80378418e-01
433.25          	8.80592657e-01
433.75          	8.80806182e-01
434.25          	8.81018994e-01
434.75          	8.81231094e-01
435.25          	8.81442484e-01
435.75          	8.81653165e-01
436.25          	8.81863138e-01
436.75          	8.82072404e-01
437.25          	8.82280965e-01
437.75          	8.82488823e-01
438.25          	8.82695978e-01
438.75          	8.82902433e-01
439.25          	8.83108187e-01
439.75          	8.83313245e-01
440.25          	8.83517605e-01
440.75          	8.83721271e-01
441.25          	8.83924244e-01
441.75          	8.84126526e-01
442.25          	8.84328117e-01
442.75          	8.84529020e-01
443.25          	8.84729237e-01
443.75          	8.84928770e-01
444.25          	8.85127619e-01
444.75          	8.85325787e-01
445.25          	8.85523277e-01
445.75          	8.85720089e-01
446.25          	8.85916225e-01
446.75          	8.86111688e-01
447.25          	8.86306480e-01
447.75          	8.86500603e-01
448.25          	8.86694058e-01
448.75          	8.86886848e-01
449.25          	8.87078975e-01
449.75          	8.87270441e-01
450.25          	8.87461248e-01
450.75          	8.87651399e-01
451.25          	8.87840896e-01
451.75          	8.88029740e-01
452.25          	8.88217936e-01
452.75          	8.88405484e-01
453.25          	8.88592387e-01
453.75          	8.88778647e-01
454.25          	8.88964268e-01
454.75          	8.89149252e-01
455.25          	8.89333600e-01
455.75          	8.89517316e-01
456.25          	8.89700402e-01
456.75          	8.89882861e-01
457.25          	8.90064696e-01
457.75          	8.90245908e-01
458.25          	8.90426501e-01
458.75          	8.90606478e-01
459.25          	8.90785841e-01
459.75          	8.90964593e-01
460.25          	8.91142736e-01
460.75          	8.91320275e-01
461.25          	8.91497210e-01
461.75          	8.91673546e-01
462.25          	8.91849285e-01
462.75          	8.92024430e-01
463.25          	8.92198985e-01
463.75          	8.92372951e-01
464.25          	8.92546332e-01
464.75          	8.92719130e-01
465.25          	8.92891350e-01
465.75          	8.93062994e-01
466.25          	8.93234064e-01
466.75          	8.93404564e-01
467.25          	8.93574498e-01
467.75          	8.93743867e-01
468.25          	8.93912676e-01
468.75          	8.94080927e-01
469.25          	8.94248624e-01
469.75          	8.94415768e-01
470.25          	8.94582365e-01
470.75          	8.94748416e-01
471.25          	8.94913926e-01
471.75          	8.95078896e-01
472.25          	8.95243331e-01
472.75          	8.95407233e-01
473.25          	8.95570605e-01
473.75          	8.95733452e-01
474.25          	8.95895775e-01
474.75          	8.96057579e-01
475.25          	8.96218865e-01
475.75          	8.96379639e-01
476.25          	8.96539902e-01
476.75          	8.96699658e-01
477.25          	8.96858910e-01
477.75          	8.97017661e-01
478.25          	8.97175915e-01
478.75          	8.97333674e-01
479.25          	8.97490943e-01
479.75          	8.97647723e-01
480.25          	8.97804018e-01
480.75          	8.97959832e-01
481.25          	8.98115167e-01
481.75          	8.98270027e-01
482.25          	8.98424414e-01
482.75          	8.98578332e-01
483.25          	8.98731785e-01
483.75          	8.98884774e-01
484.25          	8.99037304e-01
484.75          	8.99189377e-01
485.25          	8.99340996e-01
485.75          	8.99492165e-01
486.25          	8.99642886e-01
486.75          	8.99793162e-01
487.25          	8.99942998e-01
487.75          	9.00092395e-01
488.25          	9.00241356e-01
488.75          	9.00389885e-01
489.25          	9.00537984e-01
489.75          	9.00685657e-01
